Date,AAPL,JPM,WMT,XLV,XOM,MKT_RF,SMB,HML,RMW,CMA,RF,AAPL_excess,JPM_excess,XOM_excess,WMT_excess,XLV_excess
2019-01-03,-9.960775682000012,-1.4211513840778678,-0.514262543274624,-2.030512517582228,-1.5353636401529314,-245.00000000000003,48.0,120.0,-22.0,90.0,1.0,-10.960775682000012,-2.421151384077868,-2.5353636401529314,-1.514262543274624,-3.030512517582228
2019-01-04,4.268947351135344,3.6865208862738807,0.6246144292159528,2.9831174897668067,3.686992869247674,355.0,36.0,-70.0,-11.0,-59.0,1.0,3.2689473511353437,2.6865208862738807,2.686992869247674,-0.3753855707840472,1.9831174897668067
2019-01-07,-0.22259803568193126,0.06954198954292057,1.1772213976303236,0.3838822265707087,0.5199944861328909,94.0,87.0,-75.0,-72.0,-45.0,1.0,-1.2225980356819313,-0.9304580104570794,-0.4800055138671091,0.17722139763032363,-0.6161177734292913
2019-01-08,1.9063119673432327,-0.18859432069351367,0.6981305797771009,0.7764498031856526,0.7270738778602626,101.0,44.0,-63.0,31.0,-9.0,1.0,0.9063119673432327,-1.1885943206935137,-0.27292612213973744,-0.3018694202228991,-0.2235501968143474
2019-01-09,1.6981864394185697,-0.1690355851908354,-0.32564129338575887,0.4484718278151778,0.5274781218793434,56.00000000000001,50.0,10.0,8.0,-20.0,1.0,0.6981864394185697,-1.1690355851908354,-0.4725218781206566,-1.3256412933857589,-0.5515281721848222
2019-01-10,0.3196169704531737,-0.00995147349679426,0.0737807584352046,0.194617189136026,-0.5108830293587108,42.0,0.0,-46.0,-6.0,-4.0,1.0,-0.6803830295468263,-1.0099514734967943,-1.5108830293587108,-0.9262192415647954,-0.805382810863974
2019-01-11,-0.9817876835223949,-0.4781310428540242,-0.12637565127290307,0.3313837008769749,-0.45801561410868663,-1.0,20.0,21.0,24.0,25.0,1.0,-1.9817876835223949,-1.4781310428540242,-1.4580156141086866,-1.126375651272903,-0.6686162991230251
2019-01-14,-1.5037170100669628,1.030913487177254,0.11597366236724138,-1.1046601328568606,-0.12552827217616747,-60.0,-46.0,94.0,25.0,0.0,1.0,-2.503717010066963,0.030913487177254062,-1.1255282721761675,-0.8840263376327586,-2.1046601328568606
2019-01-15,2.046677390903562,0.7331171899153999,1.369159458842284,1.796415216528846,0.05588258390036849,106.0,-14.000000000000002,-89.0,-30.0,-56.99999999999999,1.0,1.0466773909035618,-0.26688281008460013,-0.9441174160996315,0.36915945884228396,0.7964152165288461
2019-01-16,1.2216046454965657,0.8064637367991567,0.10390047685933101,-0.18101961920974352,-0.04187194877148803,28.000000000000004,26.0,93.0,-10.0,-23.0,1.0,0.22160464549656567,-0.19353626320084327,-1.041871948771488,-0.896099523140669,-1.1810196192097435
2019-01-17,0.5938345977892778,0.4097490611545629,0.4047544317823615,0.8839423941415792,0.6839590683223262,75.0,9.0,-24.0,6.0,0.0,1.0,-0.40616540221072217,-0.5902509388454371,-0.3160409316776738,-0.5952455682176385,-0.11605760585842084
2019-01-18,0.6159153667480988,1.622591120995276,1.0233746723189885,1.1907513905920153,1.1923084921208416,129.0,-28.999999999999996,12.0,19.0,-27.0,1.0,-0.38408463325190123,0.6225911209952759,0.19230849212084156,0.023374672318988488,0.1907513905920153
2019-01-22,-2.244600149610676,-1.5775514491300213,-0.24558099200396866,-0.6882716413222356,-1.5070691692468885,-153.0,-35.0,32.0,26.0,34.0,1.0,-3.244600149610676,-2.5775514491300213,-2.5070691692468885,-1.2455809920039687,-1.6882716413222356
2019-01-23,0.40443071148463794,-0.25260447486885607,1.2514124602404086,0.11179913030443522,-0.820697353983868,15.0,-41.0,-14.000000000000002,35.0,28.000000000000004,1.0,-0.5955692885153621,-1.252604474868856,-1.820697353983868,0.25141246024040864,-0.8882008696955648
2019-01-24,-0.7926019783927596,0.05847269849619252,-0.354582530259262,-0.8374566950207885,0.14026045407053989,23.0,48.0,0.0,-15.0,-20.0,1.0,-1.7926019783927596,-0.9415273015038075,-0.8597395459294601,-1.354582530259262,-1.8374566950207885
2019-01-25,3.3136737675112604,0.6326508424335131,-1.4436741116509832,0.12388974853794199,0.4481974018442525,90.0,42.0,-35.0,-35.0,-56.99999999999999,1.0,2.3136737675112604,-0.3673491575664869,-0.5518025981557475,-2.4436741116509832,-0.876110251462058
2019-01-28,-0.9254363362746876,0.4739121636594401,0.12379444458614497,-1.1358366786701657,-0.6692926519419773,-80.0,-8.0,63.0,28.999999999999996,16.0,1.0,-1.9254363362746876,-0.5260878363405599,-1.6692926519419773,-0.876205555413855,-2.1358366786701657
